user_id,base_completed,base_time,base_retention,sim_completed,sim_time,sim_retention
0,0.5,1109.1,0.0873,1.0,1014.39,0.32737499999999997
1,0.625,1066.8,0.08624000000000001,0.875,996.15,0.3234
2,0.875,709.3,0.10577142857142859,0.875,670.46,0.39664285714285713
3,0.375,1386.0,0.08040000000000001,0.75,1262.3500000000001,0.26625
4,0.375,862.9,0.1328,1.0,786.12,0.498
5,0.875,1277.7,0.05425714285714286,0.875,1204.24,0.2034642857142857
6,0.625,881.1,0.12168000000000001,0.75,802.2,0.4288125
7,0.375,1310.3,0.07313333333333334,0.75,1200.71,0.25875000000000004
8,0.625,977.1,0.05676000000000001,0.875,906.6800000000001,0.21284999999999998
9,0.5,1077.4,0.0821,1.0,988.4200000000001,0.307875
10,0.125,970.4,0.1466,0.625,878.6800000000001,0.54975
11,0.5,1272.2,0.045200000000000004,0.75,1171.91,0.19250000000000003
12,0.5,1035.8,0.08435000000000001,0.75,952.64,0.3163125
13,0.5,1182.1,0.06970000000000001,0.625,1083.1,0.24825
14,0.375,1376.0,0.061,0.375,1271.55,0.21075000000000002
15,0.875,668.7,0.09845714285714287,0.875,641.63,0.3692142857142858
16,0.625,1262.4,0.051039999999999995,0.75,1187.83,0.19140000000000001
17,0.75,888.7,0.09723333333333334,0.875,842.85,0.364625
18,0.625,1214.7,0.07104,0.75,1125.4,0.2630625
19,0.625,1144.2,0.06612,0.75,1066.03,0.22462500000000002
20,0.5,1204.9,0.06895000000000001,0.625,1114.91,0.25856250000000003
21,0.25,1119.1,0.11520000000000001,0.875,1014.1,0.432
22,0.75,993.7,0.05996666666666667,1.0,951.98,0.22487500000000002
23,0.75,1094.8,0.0848,0.875,1012.6800000000001,0.30300000000000005
24,0.75,837.2,0.09053333333333334,0.75,791.44,0.33949999999999997
25,0.875,858.9,0.0848857142857143,0.875,819.73,0.29675
26,0.75,756.1,0.1059,0.875,704.76,0.39712499999999995
27,0.25,1128.5,0.0531,0.5,1029.71,0.05399999999999999
28,0.5,1223.0,0.0559,0.5,1118.44,0.19274999999999998
29,0.375,1406.7,0.061200000000000004,0.75,1272.31,0.2295
30,0.625,1341.1000000000001,0.07188,0.625,1249.51,0.22631249999999997
31,0.375,1327.3,0.07053333333333334,0.5,1212.97,0.201
32,0.375,1328.3,0.08620000000000001,0.625,1203.44,0.3255
33,0.75,1358.3,0.04700000000000001,0.875,1269.69,0.1863
34,0.375,1649.9,0.06380000000000001,0.625,1499.3600000000001,0.231375
35,0.375,1049.8,0.09493333333333333,0.625,975.4100000000001,0.35600000000000004
36,0.5,976.6,0.09435000000000002,0.875,900.33,0.35381250000000003
37,0.875,569.8,0.14745714285714287,1.0,532.6,0.5529642857142857
38,0.25,1478.1,0.068,0.625,1349.86,0.255
39,0.5,1754.5,0.055200000000000006,0.875,1615.46,0.19025
40,0.5,1606.0,0.057800000000000004,0.625,1460.17,0.19425
41,0.625,1315.2,0.06764,0.75,1200.8,0.25365000000000004
42,0.625,836.9,0.11708,0.875,764.59,0.4625625
43,0.625,1343.8,0.04820000000000001,0.375,1237.52,0.16125
44,0.375,1337.1,0.09266666666666667,0.875,1203.39,0.318
45,0.75,894.4,0.0927,0.875,833.47,0.347625
46,0.25,1558.3,0.061700000000000005,0.375,1407.39,0.33975
47,0.625,1101.3999999999999,0.10248000000000002,0.875,996.74,0.40875
48,0.625,975.1,0.12027999999999998,1.0,893.5899999999999,0.45104999999999995
49,0.5,1494.7,0.0655,0.625,1376.6,0.24562499999999998
50,0.125,1307.0,0.11220000000000002,0.75,1181.01,0.42075000000000007
51,0.75,966.0,0.0909,0.875,917.5699999999999,0.34087500000000004
52,0.5,1385.0,0.0718,0.75,1264.95,0.26925
53,0.5,1466.0,0.07495,0.5,1336.92,0.28925
54,0.75,760.2,0.10703333333333333,0.875,716.55,0.401375
55,1.0,1020.4000000000001,0.0625,1.0,984.6500000000001,0.234375
56,0.875,1193.5,0.057,0.625,1091.33,0.189
57,0.75,889.7,0.10006666666666668,1.0,831.55,0.37525000000000003
58,0.375,1080.8,0.08920000000000002,0.625,999.98,0.3345
59,0.375,1088.4,0.10466666666666667,1.0,1004.46,0.3925
60,0.5,1500.7,0.057,0.625,1385.76,0.1515
61,0.5,809.4,0.09585,0.875,750.71,0.3594375
62,0.5,1270.3,0.09895000000000001,0.75,1148.19,0.3710625
63,0.5,871.5,0.08750000000000001,0.625,823.3,0.3295
64,0.25,1954.9,0.0477,0.375,1759.41,0.26849999999999996
65,0.625,835.9,0.08632000000000001,0.625,779.33,0.32475000000000004
66,0.625,1159.3,0.08828,0.75,1065.76,0.349875
67,1.0,526.9,0.15712500000000001,0.875,318.45,0.5805
68,0.5,1307.6,0.07105,0.625,1208.41,0.2664375
69,0.75,1134.1,0.05086666666666667,0.875,1069.98,0.19075
70,0.625,817.6,0.09115999999999999,1.0,761.79,0.34185
71,0.875,1475.9,0.053885714285714294,0.75,1368.17,0.19605
72,0.375,1582.8,0.09006666666666667,0.75,1442.08,0.35662499999999997
73,0.875,750.4,0.08117142857142857,0.875,731.02,0.30439285714285713
74,0.625,1175.4,0.07804000000000001,0.875,1083.13,0.29265
75,0.625,1311.7,0.05124000000000001,0.625,1219.99,0.19215
76,0.5,937.9,0.12890000000000001,1.0,853.46,0.483375
77,0.5,911.0,0.12835000000000002,1.0,827.6400000000001,0.48131250000000003
78,0.75,817.6999999999999,0.08073333333333334,0.875,777.5,0.30275
79,0.625,1246.9,0.05688000000000001,0.625,1153.71,0.20418750000000002
80,0.75,1400.2,0.04906666666666667,0.75,1305.39,0.19260000000000002
81,0.5,1354.3,0.05455,0.75,1252.02,0.2045625
82,0.875,792.2,0.09274285714285714,0.625,744.44,0.32520000000000004
83,0.5,1387.2,0.07555,0.75,1280.41,0.28525
84,0.5,1583.1,0.0548,0.375,1452.43,0.264375
85,0.5,1024.7,0.0883,1.0,942.96,0.331125
86,0.5,1195.7,0.09025000000000001,1.0,1101.0700000000002,0.3384375
87,0.375,997.8000000000001,0.09033333333333333,0.75,916.36,0.33874999999999994
88,0.5,957.7,0.10705,0.75,891.84,0.4014375
89,0.375,1554.4,0.04886666666666667,0.75,1404.97,0.18325
90,0.625,1167.0,0.07552,0.625,1079.59,0.2784375
91,0.375,1665.7,0.06733333333333334,0.625,1511.4,0.25275000000000003
92,0.625,886.6999999999999,0.08248000000000001,1.0,834.16,0.3093
93,0.5,1174.9,0.069,0.625,1089.04,0.2725
94,0.5,1091.6,0.09865,0.75,997.77,0.3705
95,0.625,790.0,0.10212000000000002,0.875,745.4,0.38295
96,0.5,987.4,0.09275,0.875,909.83,0.34781249999999997
97,0.75,1349.6,0.05786666666666667,1.0,1244.58,0.217
98,0.625,975.3000000000001,0.07036,0.75,913.1800000000001,0.24993749999999998
99,0.5,1106.1,0.07685,0.5,1029.68,0.3085
100,0.75,1299.4,0.07856666666666667,0.75,1175.8500000000001,0.28612499999999996
101,0.625,963.8000000000001,0.09472,1.0,887.5600000000001,0.3552
102,0.375,1630.4,0.05653333333333333,0.5,1485.8700000000001,0.21199999999999997
103,0.75,1235.7,0.07223333333333333,0.75,1132.14,0.2772
104,0.875,865.2,0.0740857142857143,0.75,835.12,0.27225000000000005
105,0.25,1518.6,0.07210000000000001,0.5,1373.2,0.27037500000000003
106,0.375,1346.7,0.055733333333333336,0.625,1256.77,0.209
107,0.625,850.2,0.08412,0.875,801.52,0.31544999999999995
108,0.5,1184.1000000000001,0.09300000000000001,0.625,1094.51,0.336
109,0.75,1004.7,0.08036666666666667,0.875,946.1500000000001,0.301375
110,0.5,1565.7,0.0475,0.75,1428.6100000000001,0.22325000000000003
111,0.25,927.0,0.12510000000000002,0.625,865.96,0.469125
112,0.75,1013.8,0.0641,0.75,944.46,0.22799999999999998
113,0.75,626.1,0.15186666666666668,1.0,558.99,0.5695
114,0.875,691.5,0.11611428571428571,1.0,636.8000000000001,0.43542857142857144
115,0.625,864.4,0.11876000000000002,0.875,805.8900000000001,0.44535
116,0.375,1178.8,0.10226666666666667,0.875,1076.49,0.3835
117,0.375,1096.5,0.10086666666666666,0.875,986.85,0.37825
118,0.75,721.8,0.12303333333333333,1.0,673.9300000000001,0.46137500000000004
119,0.5,989.7,0.08630000000000002,0.875,899.7500000000001,0.31575000000000003
120,0.75,1031.9,0.08850000000000001,0.75,952.12,0.331875
121,0.75,662.9,0.11513333333333335,1.0,626.57,0.43175
122,0.75,906.9,0.08746666666666668,0.875,854.55,0.328
123,0.375,1403.8999999999999,0.0756,0.75,1278.75,0.28350000000000003
124,0.625,805.3,0.11052,0.875,751.59,0.41445
125,0.625,1132.0,0.09084,0.75,1046.43,0.34625
126,0.5,1540.7,0.0436,0.875,1424.3200000000002,0.1635
127,0.875,992.3,0.08057142857142859,0.625,917.96,0.28215
128,0.75,1192.0,0.0746,0.75,1102.45,0.26685
129,0.5,884.6,0.13015,1.0,816.97,0.48806249999999995
130,0.75,976.4,0.07033333333333333,1.0,907.2900000000001,0.26375
131,0.25,1519.0,0.0648,0.75,1402.94,0.243
132,0.625,755.9,0.12056,0.875,703.49,0.4521
133,0.5,1343.7,0.06945000000000001,0.75,1237.56,0.2604375
134,0.25,1847.0,0.039400000000000004,0.875,1668.6200000000001,0.14775
135,0.75,832.1,0.08806666666666667,1.0,787.71,0.33025
136,0.375,1381.0,0.08733333333333333,0.75,1253.24,0.3275
137,0.5,1036.3,0.09305,0.75,963.71,0.3489375
138,0.5,1027.2,0.08310000000000001,0.875,944.35,0.31925000000000003
139,0.375,961.0,0.0816,0.75,887.83,0.306
140,0.875,832.0,0.08620000000000001,0.875,770.91,0.33075000000000004
141,0.25,1559.7,0.0625,0.75,1416.1,0.1815
142,0.375,1444.2,0.05073333333333333,0.5,1322.8400000000001,0.19025
143,0.5,1750.6,0.047400000000000005,0.5,1588.5500000000002,0.159375
144,0.75,824.0,0.10306666666666668,1.0,791.45,0.3865
145,0.625,1239.6000000000001,0.08644,0.875,1129.91,0.336
146,0.375,1476.8,0.06893333333333333,0.625,1346.17,0.2585
147,0.75,1273.2,0.0511,0.875,1199.79,0.19162500000000002
148,0.75,988.6,0.07450000000000001,0.625,938.45,0.27599999999999997
149,0.5,1003.5,0.09985000000000001,0.875,940.39,0.3744375
150,0.5,1077.5,0.09695000000000001,0.375,975.08,0.3225
151,0.375,1539.3,0.0684,0.5,1405.5,0.2805
152,0.5,1322.4,0.07930000000000001,0.875,1206.18,0.297375
153,0.5,1433.0,0.0635,0.875,1326.8400000000001,0.27975
154,0.375,1522.7,0.04026666666666667,0.5,1397.31,0.15100000000000002
155,0.75,770.8,0.13193333333333335,1.0,719.19,0.49474999999999997
156,0.5,1407.4,0.055600000000000004,0.875,1272.05,0.20850000000000002
157,0.5,820.3000000000001,0.12305,1.0,756.33,0.4614375
158,0.375,1355.2,0.07353333333333334,0.75,1247.3400000000001,0.27575
159,0.5,1052.4,0.08990000000000001,0.75,957.74,0.304
160,0.75,805.3,0.1216,0.875,760.47,0.44820000000000004
161,0.75,1003.5,0.08433333333333333,0.875,949.46,0.31625
162,0.625,842.3,0.09912000000000001,1.0,782.54,0.37170000000000003
163,0.375,1082.1,0.08893333333333335,0.625,981.97,0.306
164,0.5,969.8,0.10275000000000001,1.0,889.01,0.3853125
165,0.625,1407.9,0.05344,0.75,1311.14,0.2004
166,0.5,1426.2,0.061500000000000006,0.625,1290.92,0.24275000000000002
167,0.5,746.4,0.1593,1.0,621.01,0.597375
168,0.625,1496.0,0.06960000000000001,0.75,1381.52,0.2745
169,0.75,1209.4,0.07423333333333333,0.625,1108.98,0.2810625
170,0.625,1480.9,0.10495999999999998,0.75,1332.81,0.39937500000000004
171,0.875,840.4,0.09434285714285716,0.875,788.9300000000001,0.3537857142857143
172,0.75,939.0,0.11230000000000001,0.75,857.2,0.40012500000000006
173,0.625,960.7,0.09268000000000001,1.0,893.4000000000001,0.34755
174,0.625,911.1,0.13440000000000002,1.0,838.6800000000001,0.504
175,0.625,1333.0,0.06520000000000001,0.625,1216.94,0.2535
176,0.75,1555.6000000000001,0.0514,0.625,1442.3700000000001,0.18839999999999998
177,0.875,762.9000000000001,0.11034285714285716,1.0,710.75,0.4137857142857143
178,0.5,1477.2,0.0781,0.625,1339.94,0.248625
179,0.625,1428.6,0.050760000000000007,0.75,1319.98,0.172125
180,0.875,647.8,0.1336857142857143,0.875,603.8,0.501375
181,0.5,1308.6999999999998,0.0698,0.625,1215.94,0.26175
182,0.625,1132.9,0.06356,0.625,1056.0900000000001,0.252375
183,0.375,1311.2,0.06913333333333334,0.75,1192.91,0.25925000000000004
184,0.75,1064.0,0.07956666666666667,0.75,990.75,0.301125
185,0.625,1198.9,0.06508,0.875,1108.1,0.24131249999999999
186,0.875,722.7,0.1074857142857143,0.875,684.8199999999999,0.41625
187,1.0,1031.3,0.0586,1.0,965.18,0.21975
188,0.75,784.4,0.11953333333333334,0.75,730.64,0.45330000000000004
189,0.75,686.3,0.15046666666666667,1.0,591.69,0.56425
190,0.625,1053.9,0.08476000000000002,0.75,970.33,0.3241875
191,0.625,1040.8,0.08188,0.625,952.28,0.24425
192,0.625,1139.6,0.05536,0.875,1057.69,0.2076
193,0.625,669.4,0.16176,1.0,475.62,0.6066
194,0.5,1457.2,0.0718,0.75,1347.0,0.26925
